stamp,status,failure_kind,recipe,batch,coord,coord_value,case_id,wrapper_case_id,last_step,total_steps,last_val_step,last_val_loss,best_val_loss,num_val_points,matrix_lr_mult,precond_lr_mult,matrix_beta1_om_mult,matrix_beta2_om_mult,shampoo_beta_om_mult,aux_lr_mult,aux_beta1_om_mult,aux_beta2_om_mult,aux_cooldown_frac,matrix_wd_peak,aux_wd_peak,wd_warmup_frac,base_lr_scale,hidden_cooldown_frac,hardware_family,cluster_name,queue_name,gpuv,container_image,runtime_device_type,runtime_node_spec,runtime_node_vendor,runtime_rdma_bigpod,runtime_rdma_minipod,runtime_rdma_switch,runtime_cuda_driver,runtime_cuda_toolkit,runtime_host_primary,runtime_host_ipv6,code_package_id,seed,data_id,batch_size,train_steps,job_run_id,trial_id,job_name,log_source
pretraining_psgdh_pcd_512k_r4_exact_pr316_20260829_0421,STOPPED,,psgdh_core,512k,center,center,0000_psgdh_core_512k_center_1,packed_manifest,3250,3250,3250,3.29149,3.29149,27,1,1,1,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,0.8,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,05386bf549f651b103b98e6326578044,ed774851cd99768cf9e6fce203e24866,12.8,12.8,26.138.13.146,2605:340:cd51:7700:c73b:4040:c84e:3529,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,b098692dd83b7ca4,405673099,m14.2-pretraining-psgdh-pcd-512k-20260829_0421:0000_psgdh_core_512k_center_1,run_dir+merlin_meta
pretraining_psgdh_pcd_512k_r4_exact_pr316_20260829_0421,FAILED,incomplete_artifact,psgdh_core,512k,matrix_lr,0.5,0001_psgdh_core_512k_matrix_lr_0p5,packed_manifest,0,3250,0,10.98973,10.98973,1,0.5,1,1,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,0.8,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,05386bf549f651b103b98e6326578044,ed774851cd99768cf9e6fce203e24866,12.8,12.8,26.138.13.146,2605:340:cd51:7700:c73b:4040:c84e:3529,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,b098692dd83b7ca4,405673099,m14.2-pretraining-psgdh-pcd-512k-20260829_0421:0001_psgdh_core_512k_matrix_lr_0p5,run_dir+merlin_meta
pretraining_psgdh_pcd_512k_r4_exact_pr316_20260829_0421,DONE,,psgdh_core,512k,matrix_lr,0.707106781187,0002_psgdh_core_512k_matrix_lr_0p707106781187,packed_manifest,3250,3250,3250,3.2765,3.2765,27,0.707106781187,1,1,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,0.8,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,05386bf549f651b103b98e6326578044,ed774851cd99768cf9e6fce203e24866,12.8,12.8,26.138.13.146,2605:340:cd51:7700:c73b:4040:c84e:3529,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,b098692dd83b7ca4,405673099,m14.2-pretraining-psgdh-pcd-512k-20260829_0421:0002_psgdh_core_512k_matrix_lr_0p707106781187,run_dir+merlin_meta
pretraining_psgdh_pcd_512k_r4_exact_pr316_20260829_0421,FAILED,incomplete_artifact,psgdh_core,512k,matrix_lr,1.41421356237,0003_psgdh_core_512k_matrix_lr_1p41421356237,packed_manifest,0,3250,0,10.98973,10.98973,1,1.41421356237,1,1,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,0.8,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,05386bf549f651b103b98e6326578044,ed774851cd99768cf9e6fce203e24866,12.8,12.8,26.138.13.146,2605:340:cd51:7700:c73b:4040:c84e:3529,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,b098692dd83b7ca4,405673099,m14.2-pretraining-psgdh-pcd-512k-20260829_0421:0003_psgdh_core_512k_matrix_lr_1p41421356237,run_dir+merlin_meta
pretraining_psgdh_pcd_512k_r4_exact_pr316_20260829_0421,FAILED,incomplete_artifact,psgdh_core,512k,matrix_lr,2,0004_psgdh_core_512k_matrix_lr_2,packed_manifest,0,3250,0,10.98973,10.98973,1,2,1,1,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,0.8,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,05386bf549f651b103b98e6326578044,ed774851cd99768cf9e6fce203e24866,12.8,12.8,26.138.13.146,2605:340:cd51:7700:c73b:4040:c84e:3529,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,b098692dd83b7ca4,405673099,m14.2-pretraining-psgdh-pcd-512k-20260829_0421:0004_psgdh_core_512k_matrix_lr_2,run_dir+merlin_meta
pretraining_psgdh_pcd_512k_r4_exact_pr316_20260829_0421,FAILED,incomplete_artifact,psgdh_core,512k,precond_lr,0.5,0005_psgdh_core_512k_precond_lr_0p5,packed_manifest,0,3250,0,10.98973,10.98973,1,1,0.5,1,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,0.8,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,05386bf549f651b103b98e6326578044,ed774851cd99768cf9e6fce203e24866,12.8,12.8,26.138.13.146,2605:340:cd51:7700:c73b:4040:c84e:3529,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,b098692dd83b7ca4,405673099,m14.2-pretraining-psgdh-pcd-512k-20260829_0421:0005_psgdh_core_512k_precond_lr_0p5,run_dir+merlin_meta
pretraining_psgdh_pcd_512k_r4_exact_pr316_20260829_0421,FAILED,incomplete_artifact,psgdh_core,512k,precond_lr,0.707106781187,0006_psgdh_core_512k_precond_lr_0p707106781187,packed_manifest,0,3250,0,10.98973,10.98973,1,1,0.707106781187,1,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,0.8,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,05386bf549f651b103b98e6326578044,ed774851cd99768cf9e6fce203e24866,12.8,12.8,26.138.13.146,2605:340:cd51:7700:c73b:4040:c84e:3529,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,b098692dd83b7ca4,405673099,m14.2-pretraining-psgdh-pcd-512k-20260829_0421:0006_psgdh_core_512k_precond_lr_0p707106781187,run_dir+merlin_meta
pretraining_psgdh_pcd_512k_r4_exact_pr316_20260829_0421,FAILED,incomplete_artifact,psgdh_core,512k,precond_lr,1.41421356237,0007_psgdh_core_512k_precond_lr_1p41421356237,packed_manifest,0,3250,0,10.98973,10.98973,1,1,1.41421356237,1,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,0.8,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,05386bf549f651b103b98e6326578044,ed774851cd99768cf9e6fce203e24866,12.8,12.8,26.138.13.146,2605:340:cd51:7700:c73b:4040:c84e:3529,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,b098692dd83b7ca4,405673099,m14.2-pretraining-psgdh-pcd-512k-20260829_0421:0007_psgdh_core_512k_precond_lr_1p41421356237,run_dir+merlin_meta
pretraining_psgdh_pcd_512k_r4_exact_pr316_20260829_0421,DONE,,psgdh_core,512k,precond_lr,2,0008_psgdh_core_512k_precond_lr_2,packed_manifest,3250,3250,3250,3.2876,3.2876,27,1,2,1,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,0.8,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,05386bf549f651b103b98e6326578044,ed774851cd99768cf9e6fce203e24866,12.8,12.8,26.138.13.146,2605:340:cd51:7700:c73b:4040:c84e:3529,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,b098692dd83b7ca4,405673099,m14.2-pretraining-psgdh-pcd-512k-20260829_0421:0008_psgdh_core_512k_precond_lr_2,run_dir+merlin_meta
pretraining_psgdh_pcd_512k_r4_exact_pr316_20260829_0421,FAILED,incomplete_artifact,psgdh_core,512k,matrix_beta1_om,0.5,0009_psgdh_core_512k_matrix_beta1_om_0p5,packed_manifest,0,3250,0,10.98973,10.98973,1,1,1,0.5,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,0.8,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,05386bf549f651b103b98e6326578044,ed774851cd99768cf9e6fce203e24866,12.8,12.8,26.138.13.146,2605:340:cd51:7700:c73b:4040:c84e:3529,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,b098692dd83b7ca4,405673099,m14.2-pretraining-psgdh-pcd-512k-20260829_0421:0009_psgdh_core_512k_matrix_beta1_om_0p5,run_dir+merlin_meta
