stamp,status,failure_kind,recipe,batch,coord,coord_value,case_id,wrapper_case_id,last_step,total_steps,last_val_step,last_val_loss,best_val_loss,num_val_points,matrix_lr_mult,precond_lr_mult,matrix_beta1_om_mult,matrix_beta2_om_mult,shampoo_beta_om_mult,aux_lr_mult,aux_beta1_om_mult,aux_beta2_om_mult,aux_cooldown_frac,matrix_wd_peak,aux_wd_peak,wd_warmup_frac,base_lr_scale,hidden_cooldown_frac,hardware_family,cluster_name,queue_name,gpuv,container_image,runtime_device_type,runtime_node_spec,runtime_node_vendor,runtime_rdma_bigpod,runtime_rdma_minipod,runtime_rdma_switch,runtime_cuda_driver,runtime_cuda_toolkit,runtime_host_primary,runtime_host_ipv6,code_package_id,seed,data_id,batch_size,train_steps,job_run_id,trial_id,job_name,log_source
pretraining_psgdh_pcd_512k_r3_centered_fixed32_20260828_2206,FAILED,incomplete_artifact,psgdh_core,512k,center,center,0000_psgdh_core_512k_center_1,packed_manifest,,,,,,0,0.707106781187,1,2,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,1,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,df8cd95317cba1d2778b9ddef711281c,a8d2d295095164c7b5fc170dc419be5f,12.8,12.8,26.152.43.138,2605:340:cd51:7700:d941:a43f:9126:78d6,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,923a0b242574c2aa,405544355,m14.2-pretraining-psgdh-pcd-512k-20260828_2206:0000_psgdh_core_512k_center_1,run_dir_metadata
pretraining_psgdh_pcd_512k_r3_centered_fixed32_20260828_2206,FAILED,incomplete_artifact,psgdh_core,512k,matrix_lr,0.353553390593,0001_psgdh_core_512k_matrix_lr_0p5,packed_manifest,,,,,,0,0.353553390593,1,2,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,1,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,df8cd95317cba1d2778b9ddef711281c,a8d2d295095164c7b5fc170dc419be5f,12.8,12.8,26.152.43.138,2605:340:cd51:7700:d941:a43f:9126:78d6,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,923a0b242574c2aa,405544355,m14.2-pretraining-psgdh-pcd-512k-20260828_2206:0001_psgdh_core_512k_matrix_lr_0p5,run_dir_metadata
pretraining_psgdh_pcd_512k_r3_centered_fixed32_20260828_2206,DONE,,psgdh_core,512k,matrix_lr,0.5,0002_psgdh_core_512k_matrix_lr_0p707106781187,packed_manifest,3250,3250,3250,3.31138,3.31138,27,0.5,1,2,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,1,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,df8cd95317cba1d2778b9ddef711281c,a8d2d295095164c7b5fc170dc419be5f,12.8,12.8,26.152.43.138,2605:340:cd51:7700:d941:a43f:9126:78d6,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,923a0b242574c2aa,405544355,m14.2-pretraining-psgdh-pcd-512k-20260828_2206:0002_psgdh_core_512k_matrix_lr_0p707106781187,run_dir+merlin_meta
pretraining_psgdh_pcd_512k_r3_centered_fixed32_20260828_2206,DONE,,psgdh_core,512k,matrix_lr,1,0003_psgdh_core_512k_matrix_lr_1p41421356237,packed_manifest,3250,3250,3250,3.27467,3.27467,27,1,1,2,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,1,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,df8cd95317cba1d2778b9ddef711281c,a8d2d295095164c7b5fc170dc419be5f,12.8,12.8,26.152.43.138,2605:340:cd51:7700:d941:a43f:9126:78d6,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,923a0b242574c2aa,405544355,m14.2-pretraining-psgdh-pcd-512k-20260828_2206:0003_psgdh_core_512k_matrix_lr_1p41421356237,run_dir+merlin_meta
pretraining_psgdh_pcd_512k_r3_centered_fixed32_20260828_2206,FAILED,incomplete_artifact,psgdh_core,512k,matrix_lr,1.41421356237,0004_psgdh_core_512k_matrix_lr_2,packed_manifest,,,,,,0,1.41421356237,1,2,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,1,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,df8cd95317cba1d2778b9ddef711281c,a8d2d295095164c7b5fc170dc419be5f,12.8,12.8,26.152.43.138,2605:340:cd51:7700:d941:a43f:9126:78d6,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,923a0b242574c2aa,405544355,m14.2-pretraining-psgdh-pcd-512k-20260828_2206:0004_psgdh_core_512k_matrix_lr_2,run_dir_metadata
pretraining_psgdh_pcd_512k_r3_centered_fixed32_20260828_2206,FAILED,incomplete_artifact,psgdh_core,512k,precond_lr,0.5,0005_psgdh_core_512k_precond_lr_0p5,packed_manifest,,,,,,0,0.707106781187,0.5,2,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,1,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,df8cd95317cba1d2778b9ddef711281c,a8d2d295095164c7b5fc170dc419be5f,12.8,12.8,26.152.43.138,2605:340:cd51:7700:d941:a43f:9126:78d6,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,923a0b242574c2aa,405544355,m14.2-pretraining-psgdh-pcd-512k-20260828_2206:0005_psgdh_core_512k_precond_lr_0p5,run_dir_metadata
pretraining_psgdh_pcd_512k_r3_centered_fixed32_20260828_2206,FAILED,incomplete_artifact,psgdh_core,512k,precond_lr,0.707106781187,0006_psgdh_core_512k_precond_lr_0p707106781187,packed_manifest,,,,,,0,0.707106781187,0.707106781187,2,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,1,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,df8cd95317cba1d2778b9ddef711281c,a8d2d295095164c7b5fc170dc419be5f,12.8,12.8,26.152.43.138,2605:340:cd51:7700:d941:a43f:9126:78d6,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,923a0b242574c2aa,405544355,m14.2-pretraining-psgdh-pcd-512k-20260828_2206:0006_psgdh_core_512k_precond_lr_0p707106781187,run_dir+merlin_meta
pretraining_psgdh_pcd_512k_r3_centered_fixed32_20260828_2206,FAILED,incomplete_artifact,psgdh_core,512k,precond_lr,1.41421356237,0007_psgdh_core_512k_precond_lr_1p41421356237,packed_manifest,,,,,,0,0.707106781187,1.41421356237,2,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,1,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,df8cd95317cba1d2778b9ddef711281c,a8d2d295095164c7b5fc170dc419be5f,12.8,12.8,26.152.43.138,2605:340:cd51:7700:d941:a43f:9126:78d6,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,923a0b242574c2aa,405544355,m14.2-pretraining-psgdh-pcd-512k-20260828_2206:0007_psgdh_core_512k_precond_lr_1p41421356237,run_dir_metadata
pretraining_psgdh_pcd_512k_r3_centered_fixed32_20260828_2206,NOT_STARTED,,psgdh_core,512k,precond_lr,2,0008_psgdh_core_512k_precond_lr_2,packed_manifest,,,,,,0,0.707106781187,2,2,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,1,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,df8cd95317cba1d2778b9ddef711281c,a8d2d295095164c7b5fc170dc419be5f,12.8,12.8,26.152.43.138,2605:340:cd51:7700:d941:a43f:9126:78d6,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,923a0b242574c2aa,405544355,m14.2-pretraining-psgdh-pcd-512k-20260828_2206:0008_psgdh_core_512k_precond_lr_2,none
pretraining_psgdh_pcd_512k_r3_centered_fixed32_20260828_2206,NOT_STARTED,,psgdh_core,512k,matrix_beta1_om,1,0009_psgdh_core_512k_matrix_beta1_om_0p5,packed_manifest,,,,,,0,0.707106781187,1,1,1,1,1.41421356237,1,0.5,0.5,0,0,0,1,1,H20,soil-wlby,nvidia-h20.hpccluster-yecd0gve6pioxhtqvap6.ai,NVIDIA_H20,hub.byted.org/reckon/data.reckon.mlx.image_11319:50545093b9947634c8247599da45c75e,NVIDIA-H20,ecs.hpcpni3ln.45xlarge,volcengine,hpcCluster-yecd0gve6pioxhtqvap6,df8cd95317cba1d2778b9ddef711281c,a8d2d295095164c7b5fc170dc419be5f,12.8,12.8,26.152.43.138,2605:340:cd51:7700:d941:a43f:9126:78d6,,1,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/modded-nanogpt/data/fineweb10B,524288,3250,923a0b242574c2aa,405544355,m14.2-pretraining-psgdh-pcd-512k-20260828_2206:0009_psgdh_core_512k_matrix_beta1_om_0p5,none
